leading_item_id,following_item_id,value
MBSBZBXA,SAAYMURU,34964
CCLHWFWF,VWMBASNE,117414
XIFHSOWQ,DDEXPPXU,18023
VMAQSTJE,XIFHSOWQ,27135
ZGJXVMNI,FITUEHWN,60969
LRVGFDFM,DNMPSKTB,4869219
QVLMOEYE,XUOIQPFL,2069278
RJGPVEXX,ZCELVYQU,176265
JSLXRQOK,GKQIJYDH,4348924
IGDVVKUD,TGOELCAG,155939
DEWLVASR,BEZYMBBT,3059632
RCBZUSIM,GYHKIVQT,23082455
JSLXRQOK,UGEQLMXM,128052
DNMPSKTB,UGEQLMXM,117187
OGAFEHLU,OKMBFVKS,0
IGDVVKUD,WQMVCOEM,2569
XUOIQPFL,VBYCLTYZ,461452
DJBLNPNC,JPBRUTWP,5933958
LRVGFDFM,SDWAYPIK,6014436
LUENUFGA,DDEXPPXU,8825
LRVGFDFM,UGEQLMXM,153728
SAHWCZNH,DNMPSKTB,5258518
KEUWZRKO,MIRCVAMV,23349
LLHREMKS,GKQIJYDH,3654345
BTMOEMEP,SAHWCZNH,1645108
LRVGFDFM,DJBLNPNC,887
ZCELVYQU,OKMBFVKS,0
BTMOEMEP,PYZMVUWD,147
DNMPSKTB,ZGJXVMNI,2692488
DNMPSKTB,JPBRUTWP,5282157
ZKENOUDA,RJGPVEXX,590447
XUOIQPFL,RAWUKQMJ,3738214
ZCELVYQU,BJALXPFS,243502
XUOIQPFL,LRVGFDFM,2094235
DJBLNPNC,TGOELCAG,0
GYHKIVQT,SDWAYPIK,5378402
DEWLVASR,AANGBULD,349302
VWMBASNE,QRKRBYJL,2690089
VBYCLTYZ,RAWUKQMJ,3744010
XUOIQPFL,DNMPSKTB,5435483
GYHKIVQT,HXYSSRXE,5223086
FTSVTTSR,MBSBZBXA,4403607
RCBZUSIM,SDWAYPIK,5220958
KEUWZRKO,FRHNWLNI,835941
APQGTRMF,UIFPPCLR,95860
ZKENOUDA,GKQIJYDH,3414968
NZKBIBNU,XIIEJNEE,387
FWUCPMMW,FTSVTTSR,162294
JPBRUTWP,WBLJNPZQ,104797
UGEQLMXM,KEUWZRKO,320222
NZKBIBNU,WPQXWHYO,11465079
RAWUKQMJ,HXYSSRXE,5403121
DBWLZWNK,VBYCLTYZ,530425
FWUCPMMW,OGAFEHLU,27774
ZCELVYQU,SAHWCZNH,1849844
ZCELVYQU,DEWLVASR,419527
JERHKLYW,VUAFAIYJ,405457
KAGJCHMR,ZCELVYQU,125369
BSRMSVTC,WPQXWHYO,12067202
APQGTRMF,RCBZUSIM,36416
UXSPKBJR,ATLDMDBO,39122407
FDXPMYGF,PYZMVUWD,80
OGAFEHLU,RAWUKQMJ,3422969
QVLMOEYE,SDWAYPIK,5602327
JERHKLYW,ZKENOUDA,171955
BLANHGYY,HXYSSRXE,5842183
FQCLOEXA,UIFPPCLR,99832
DDEXPPXU,ZXERAXWP,36571
IGDVVKUD,ROACSLMG,2172538
GYHKIVQT,DNMPSKTB,5070450
RJGPVEXX,AANGBULD,362545
QKXNTIIB,DBWLZWNK,127883
LRVGFDFM,XIIEJNEE,667
RJGPVEXX,OKMBFVKS,1210903
AANGBULD,VUAFAIYJ,787690
ATLDMDBO,PYZMVUWD,83
ELQGMQWE,FQCLOEXA,2387395
OKMBFVKS,BSRMSVTC,303358
ZGJXVMNI,XIIEJNEE,391
HCDTGMST,KEUWZRKO,0
DNMPSKTB,AXULOHBQ,39611
OGAFEHLU,BTMOEMEP,0
RCBZUSIM,UGEQLMXM,127377
UXSPKBJR,RJGPVEXX,636104
VBYCLTYZ,LPHPPJUG,1152073
OGAFEHLU,HXYSSRXE,5352862
FITUEHWN,SDWAYPIK,5159287
VMAQSTJE,UXSPKBJR,322326
LRVGFDFM,FQCLOEXA,1888511
UGEQLMXM,ELQGMQWE,541403
DBWLZWNK,RCBZUSIM,15509
AXULOHBQ,OGAFEHLU,432
DDEXPPXU,NZKBIBNU,277799
AXULOHBQ,BJALXPFS,198627
ATLDMDBO,FDXPMYGF,2266
OGAFEHLU,JPBRUTWP,0
FWUCPMMW,XIIEJNEE,841
UQYUIVVR,UIFPPCLR,89597
IGDVVKUD,ATLDMDBO,38379566
XIFHSOWQ,UXSPKBJR,335674
ZXERAXWP,FDXPMYGF,1194
BTMOEMEP,OGAFEHLU,1617
SDWAYPIK,OGAFEHLU,1660
BSRMSVTC,OGAFEHLU,210
SAHWCZNH,QRKRBYJL,2018834
RJGPVEXX,DEWLVASR,287881
DBWLZWNK,LRVGFDFM,2772428
RJGPVEXX,XUOIQPFL,2406000
ZKENOUDA,DNMPSKTB,5229540
KJNSOAHR,VMAQSTJE,7539
SDWAYPIK,PYZMVUWD,346
FRHNWLNI,GYHKIVQT,23107909
ZCELVYQU,FQCLOEXA,0
HXYSSRXE,AXULOHBQ,52336
QVLMOEYE,JPBRUTWP,5418218
VUAFAIYJ,ELQGMQWE,395584
XUOIQPFL,BJALXPFS,212579
VWMBASNE,LSOIUSXD,97600
AANGBULD,QVLMOEYE,968488
GYHKIVQT,OKMBFVKS,1354452
YSYHGLQK,BUZIIBYG,14925291
LUENUFGA,SAHWCZNH,1506360
OXKURKXR,RJGPVEXX,590701
OGAFEHLU,XUOIQPFL,2243296
RAWUKQMJ,UXSPKBJR,332376
DJBLNPNC,AXULOHBQ,0
BTMOEMEP,JPBRUTWP,5313962
DNMPSKTB,HXYSSRXE,5618814
DDEXPPXU,GKQIJYDH,3782191
CCLHWFWF,VUAFAIYJ,585056
QVLMOEYE,BTMOEMEP,9265566
VWMBASNE,DUCMGGNW,571492
OGAFEHLU,ROACSLMG,0
APQGTRMF,DNMPSKTB,5392764
VUAFAIYJ,QRKRBYJL,2440184
OXKURKXR,FQCLOEXA,1802462
NZKBIBNU,OKMBFVKS,1281566
XIPPENFQ,RJGPVEXX,603051
SAHWCZNH,ATLDMDBO,38794526
EVBVXETX,ATLDMDBO,39345876
QRKRBYJL,NZKBIBNU,244693
XIIEJNEE,UXSPKBJR,0
QVLMOEYE,LRVGFDFM,2225464
DBWLZWNK,CCLHWFWF,18851412
IGDVVKUD,QRKRBYJL,2139432
NZKBIBNU,LUENUFGA,3228726
HXYSSRXE,BSRMSVTC,292847
RAWUKQMJ,LUENUFGA,2890306
KAGJCHMR,GKQIJYDH,4726534
OXKURKXR,UGEQLMXM,108634
GKQIJYDH,BSRMSVTC,448865
APQGTRMF,RJGPVEXX,528729
NZKBIBNU,ZCELVYQU,130810
JPBRUTWP,QRKRBYJL,1762274
SAHWCZNH,WQMVCOEM,2820
LRVGFDFM,XUOIQPFL,2392399
HXYSSRXE,LUENUFGA,3017639
XUOIQPFL,DUCMGGNW,650790
XIIEJNEE,BUZIIBYG,0
IGDVVKUD,EVBVXETX,5387763
KAGJCHMR,VBYCLTYZ,513256
FWUCPMMW,ZCELVYQU,146915
GYHKIVQT,ZXERAXWP,39633
PYZMVUWD,LUENUFGA,0
APQGTRMF,LUENUFGA,2789344
UGEQLMXM,ATLDMDBO,31677417
XIIEJNEE,FWUCPMMW,1576
XUOIQPFL,FDXPMYGF,2655
ZCELVYQU,QVLMOEYE,0
EVBVXETX,SAHWCZNH,1610542
FTSVTTSR,ELQGMQWE,393094
UGEQLMXM,AXULOHBQ,34073
QRKRBYJL,ZKENOUDA,306608
LSOIUSXD,AXULOHBQ,40713
VUAFAIYJ,ZXERAXWP,41566
MIRCVAMV,SAAYMURU,38691
VWMBASNE,LRVGFDFM,3192105
GYHKIVQT,ZGJXVMNI,2089752
JSLXRQOK,XIIEJNEE,418
HCDTGMST,XIFHSOWQ,23210
BUZIIBYG,RCBZUSIM,18918
LPHPPJUG,FITUEHWN,73099
XUOIQPFL,GYHKIVQT,21141946
AANGBULD,SDWAYPIK,5479099
OXKURKXR,BEZYMBBT,2775912
SDWAYPIK,QJQJSWFU,118084
LUENUFGA,BUZIIBYG,15925592
PYZMVUWD,LSOIUSXD,74909
QVLMOEYE,FQCLOEXA,2023903
HXYSSRXE,XIFHSOWQ,30608
GYHKIVQT,KEUWZRKO,337823
HXYSSRXE,GYHKIVQT,23770962
APQGTRMF,OGAFEHLU,3376
NZKBIBNU,PYZMVUWD,49
WBLJNPZQ,BJALXPFS,187303
APQGTRMF,UGEQLMXM,93754
ZCELVYQU,ZXERAXWP,25616
HXYSSRXE,DNMPSKTB,5106979
DEWLVASR,XIIEJNEE,939
GYHKIVQT,PYZMVUWD,186
CCLHWFWF,LSOIUSXD,100067
JSLXRQOK,JBVHSUWY,261797
QRKRBYJL,DEWLVASR,390355
SDWAYPIK,DBWLZWNK,105700
APQGTRMF,ATLDMDBO,43828768
BLANHGYY,RJGPVEXX,0
SDWAYPIK,BEZYMBBT,3027944
KJNSOAHR,DNMPSKTB,5113664
FWUCPMMW,BSRMSVTC,322496
FRHNWLNI,AXULOHBQ,46374
UXSPKBJR,QRKRBYJL,1847061
ZGJXVMNI,LLHREMKS,37542
BLANHGYY,HCDTGMST,34762
SDWAYPIK,HXYSSRXE,5027168
UGEQLMXM,VWMBASNE,108531
ZCELVYQU,JPBRUTWP,0
FDXPMYGF,EVBVXETX,5420153
XIIEJNEE,SDWAYPIK,5516686
UXSPKBJR,APQGTRMF,105810
SUOYXCHP,STZDBITS,0
BEZYMBBT,QRKRBYJL,1948996
SAAYMURU,OGAFEHLU,69327
ELQGMQWE,LLHREMKS,27085
APQGTRMF,WPQXWHYO,10676851
BTMOEMEP,BJALXPFS,169722
TGOELCAG,LPHPPJUG,1157871
BEZYMBBT,HXYSSRXE,5059675
XUOIQPFL,OXKURKXR,120657
SDWAYPIK,ELQGMQWE,558095
FRHNWLNI,DNMPSKTB,5773810
WBLJNPZQ,FQCLOEXA,2066043
FTSVTTSR,XIIEJNEE,630
QVLMOEYE,RAWUKQMJ,3531101
UXSPKBJR,VBYCLTYZ,442167
ZCELVYQU,UIFPPCLR,0
XUOIQPFL,ATLDMDBO,39410060
FRHNWLNI,SAHWCZNH,1688026
FRHNWLNI,QRKRBYJL,1843031
WPQXWHYO,XIFHSOWQ,51053
SUOYXCHP,SAHWCZNH,1633901
LLHREMKS,MBSBZBXA,4515385
DNMPSKTB,FDXPMYGF,2184
UGEQLMXM,WQMVCOEM,2800
NAQIHUKZ,XIIEJNEE,824
RCBZUSIM,ATLDMDBO,34636302
NZKBIBNU,KJNSOAHR,13416187
CCLHWFWF,OGAFEHLU,397
KEUWZRKO,WPQXWHYO,11996727
ELQGMQWE,GYHKIVQT,21447354
ZXERAXWP,DBWLZWNK,176736
HXYSSRXE,LPHPPJUG,1232686
WBLJNPZQ,XIPPENFQ,119730
AANGBULD,BLANHGYY,22768
DNMPSKTB,WBLJNPZQ,111563
DNMPSKTB,VWMBASNE,113405
FTSVTTSR,SAAYMURU,14582
AXULOHBQ,QJQJSWFU,117760
KAGJCHMR,LPHPPJUG,1332486
LRVGFDFM,PYZMVUWD,383
FDXPMYGF,SUOYXCHP,679
LTOYKIML,LLHREMKS,24411
WQMVCOEM,AXULOHBQ,41394
NZKBIBNU,NAQIHUKZ,320
LUENUFGA,KAGJCHMR,1899
YSYHGLQK,ZGJXVMNI,2484908
NAQIHUKZ,SAAYMURU,0
DNMPSKTB,VBYCLTYZ,446066
KJNSOAHR,BLANHGYY,22992
ZCELVYQU,ELQGMQWE,458638
ZCELVYQU,CCLHWFWF,24351055
OGAFEHLU,UIFPPCLR,0
UGEQLMXM,HXYSSRXE,5386220
FWUCPMMW,NAQIHUKZ,109
SDWAYPIK,UGEQLMXM,158530
BTMOEMEP,IGDVVKUD,2471
XIPPENFQ,DEWLVASR,355998
OXKURKXR,ATLDMDBO,32698595
ELQGMQWE,APQGTRMF,85014
VUAFAIYJ,WHPUAOID,24224
GYHKIVQT,XIFHSOWQ,41416
ZKENOUDA,XIIEJNEE,3007
BLANHGYY,QJQJSWFU,116199
FWUCPMMW,BLANHGYY,51868
DBWLZWNK,HXYSSRXE,5301460
VBYCLTYZ,BEZYMBBT,2918328
OJIFIHMZ,IGDVVKUD,2246
OXKURKXR,EVBVXETX,5440467
JPBRUTWP,LPHPPJUG,1390572
LUENUFGA,ATLDMDBO,40801506
XUOIQPFL,DBWLZWNK,127141
LTOYKIML,VUAFAIYJ,506973
ELQGMQWE,AANGBULD,417206
DJBLNPNC,KEUWZRKO,254621
WPQXWHYO,ZGJXVMNI,2716281
LRVGFDFM,RAWUKQMJ,3664203
HCDTGMST,DNMPSKTB,5237962
OGAFEHLU,IGDVVKUD,0
WBLJNPZQ,FCYBOAXC,108782378
DBWLZWNK,WBLJNPZQ,87051
FQCLOEXA,SAHWCZNH,1511214
FCYBOAXC,VUAFAIYJ,445024
UGEQLMXM,WHPUAOID,14943
XIIEJNEE,FRHNWLNI,918432
RAWUKQMJ,AXULOHBQ,48264
LLHREMKS,KEUWZRKO,318883
AANGBULD,XIIEJNEE,652
RCBZUSIM,VMAQSTJE,16679
EVBVXETX,DNMPSKTB,4649041
WBLJNPZQ,MBSBZBXA,4648829
SUOYXCHP,HCDTGMST,73547
DNMPSKTB,LRVGFDFM,2090718
UGEQLMXM,APQGTRMF,148828
EVBVXETX,FQCLOEXA,2066701
JSLXRQOK,RJGPVEXX,497783
BTMOEMEP,RAWUKQMJ,3609848
ELQGMQWE,DEWLVASR,298924
ATLDMDBO,BJALXPFS,223166
LPHPPJUG,LUENUFGA,2897545
DEWLVASR,LRVGFDFM,3098167
UGEQLMXM,RAWUKQMJ,3334674
AXULOHBQ,VMAQSTJE,23063
SUOYXCHP,PYZMVUWD,113
RAWUKQMJ,NZKBIBNU,272280
GYHKIVQT,ELQGMQWE,581990
EVBVXETX,FRHNWLNI,920622
ZGJXVMNI,GKQIJYDH,4058174
HXYSSRXE,OGAFEHLU,2516
AHMDUILJ,BJALXPFS,177598
BTMOEMEP,FQCLOEXA,2188195
ZGJXVMNI,ZXERAXWP,42117
GYHKIVQT,QVLMOEYE,957078
EVBVXETX,UGEQLMXM,104276
OXKURKXR,DJBLNPNC,73
FRHNWLNI,RCBZUSIM,17693
LLHREMKS,ELQGMQWE,462845
LTOYKIML,JSLXRQOK,6089
UXSPKBJR,QVLMOEYE,842916
JBVHSUWY,ELQGMQWE,571630
LSOIUSXD,DUCMGGNW,694955
ZGJXVMNI,RAWUKQMJ,3338418
SDWAYPIK,RJGPVEXX,553454
OGAFEHLU,XIIEJNEE,0
DBWLZWNK,SUOYXCHP,822
DJBLNPNC,WHPUAOID,20926
JPBRUTWP,SAHWCZNH,1632726
HCDTGMST,RCBZUSIM,45326
AANGBULD,BEZYMBBT,2936117
LUENUFGA,DJBLNPNC,108
BJALXPFS,KEUWZRKO,325248
MIRCVAMV,KAGJCHMR,3100
HXYSSRXE,ZKENOUDA,411116
UGEQLMXM,DEWLVASR,460029
HXYSSRXE,MIRCVAMV,29367
FRHNWLNI,ATLDMDBO,39963923
SNHYOVBM,HCDTGMST,39841
APQGTRMF,EVBVXETX,5568504
JPBRUTWP,SDWAYPIK,5226173
BTMOEMEP,EVBVXETX,5445722
SDWAYPIK,RAWUKQMJ,3356240
DEWLVASR,XUOIQPFL,2261482
OXKURKXR,ZGJXVMNI,2554982
IGDVVKUD,UXSPKBJR,362510
OXKURKXR,ZKENOUDA,398063
BTMOEMEP,VBYCLTYZ,477595
OGAFEHLU,VUAFAIYJ,507151
BTMOEMEP,WQMVCOEM,2492
EVBVXETX,LUENUFGA,3150264
UXSPKBJR,UGEQLMXM,111970
APQGTRMF,PYZMVUWD,110
WBLJNPZQ,CCLHWFWF,12853856
JPBRUTWP,APQGTRMF,108649
AHMDUILJ,KAGJCHMR,6294
FWUCPMMW,JSLXRQOK,778
APQGTRMF,HXYSSRXE,5364147
FCYBOAXC,DNMPSKTB,5135698
DEWLVASR,CCLHWFWF,18509100
OXKURKXR,QRKRBYJL,1844347
SDWAYPIK,FQCLOEXA,2039164
XUOIQPFL,APQGTRMF,91439
GYHKIVQT,APQGTRMF,119210
XUOIQPFL,DJBLNPNC,247
DNMPSKTB,RAWUKQMJ,3600130
BTMOEMEP,XIIEJNEE,744
OKMBFVKS,WBLJNPZQ,97231
LLHREMKS,UGEQLMXM,80679
DNMPSKTB,LPHPPJUG,1230705
ATLDMDBO,LRVGFDFM,2336518
BJALXPFS,XIPPENFQ,136697
FDXPMYGF,WPQXWHYO,11062561
LRVGFDFM,RJGPVEXX,621371
OXKURKXR,JSLXRQOK,698
DEWLVASR,WPQXWHYO,12216897
QKXNTIIB,ELQGMQWE,443037
SUOYXCHP,FCYBOAXC,99551887
UQYUIVVR,DBWLZWNK,117790
NAQIHUKZ,ELQGMQWE,554981
UGEQLMXM,LRVGFDFM,2465716
SDWAYPIK,ZGJXVMNI,2568982
JERHKLYW,NZKBIBNU,312335
ZCELVYQU,MBSBZBXA,4461274
SDWAYPIK,KJNSOAHR,15625484
VBYCLTYZ,IGDVVKUD,6030
EVBVXETX,KEUWZRKO,328338
RAWUKQMJ,SAHWCZNH,1710587
EVBVXETX,QRKRBYJL,2163169
DBWLZWNK,KEUWZRKO,334820
FWUCPMMW,AXULOHBQ,44555
WBLJNPZQ,DEWLVASR,389181
JERHKLYW,QKXNTIIB,1171525
FITUEHWN,JPBRUTWP,5366677
OKMBFVKS,GYHKIVQT,23521033
WBLJNPZQ,LSOIUSXD,107300
ZKENOUDA,FTSVTTSR,165356
KAGJCHMR,FQCLOEXA,2155853
BTMOEMEP,SDWAYPIK,5430264
ROACSLMG,IGDVVKUD,4872
BJALXPFS,ATLDMDBO,39124870
EVBVXETX,BSRMSVTC,292851
NAQIHUKZ,VUAFAIYJ,520727
ELQGMQWE,BEZYMBBT,2986520
HXYSSRXE,NZKBIBNU,268623
SDWAYPIK,LSOIUSXD,80662
JPBRUTWP,RCBZUSIM,31825
QVLMOEYE,VWMBASNE,92946
BSRMSVTC,BEZYMBBT,3158831
SDWAYPIK,DEWLVASR,426498
EVBVXETX,AXULOHBQ,42232
LRVGFDFM,GYHKIVQT,27060774
DNMPSKTB,KJNSOAHR,15483767
GKQIJYDH,KEUWZRKO,302817
IGDVVKUD,WBLJNPZQ,112851
DBWLZWNK,QRKRBYJL,2151780
FCYBOAXC,LSOIUSXD,95378
RJGPVEXX,FITUEHWN,69789
VBYCLTYZ,WBLJNPZQ,113272
JPBRUTWP,LUENUFGA,2985072
JPBRUTWP,ZGJXVMNI,2699965
EVBVXETX,PYZMVUWD,289
SNHYOVBM,VMAQSTJE,10743
WBLJNPZQ,VWMBASNE,116075
MIRCVAMV,DEWLVASR,0
QVLMOEYE,OKMBFVKS,1326537
HCDTGMST,RAWUKQMJ,4015183
SDWAYPIK,VMAQSTJE,8317
BTMOEMEP,XIFHSOWQ,29117
DBWLZWNK,APQGTRMF,108316
ZXERAXWP,BEZYMBBT,2992494
UIFPPCLR,LRVGFDFM,3207944
RAWUKQMJ,WPQXWHYO,10938721
FTSVTTSR,BEZYMBBT,3071090
ZGJXVMNI,WBLJNPZQ,146466
DJBLNPNC,SUOYXCHP,0
HCDTGMST,MIRCVAMV,21192
APQGTRMF,OKMBFVKS,1229057
YSYHGLQK,MBSBZBXA,4468130
LPHPPJUG,WPQXWHYO,11720553
ZCELVYQU,FWUCPMMW,13544
MBSBZBXA,DEWLVASR,309207
VBYCLTYZ,EVBVXETX,5573161
NAQIHUKZ,STZDBITS,21220118
MIRCVAMV,ZGJXVMNI,0
WBLJNPZQ,VUAFAIYJ,560765
UGEQLMXM,ZKENOUDA,385127
SAHWCZNH,MIRCVAMV,24167
JPBRUTWP,BSRMSVTC,283309
LRVGFDFM,DBWLZWNK,116843
UXSPKBJR,ZGJXVMNI,2659590
EVBVXETX,RJGPVEXX,553982
RCBZUSIM,UIFPPCLR,75128
XUOIQPFL,BSRMSVTC,268144
ROACSLMG,BTMOEMEP,7800044
HXYSSRXE,RAWUKQMJ,3670863
CCLHWFWF,MIRCVAMV,11436
UXSPKBJR,LPHPPJUG,1343605
APQGTRMF,JPBRUTWP,5693499
OGAFEHLU,APQGTRMF,0
QJQJSWFU,ATLDMDBO,44545578
APQGTRMF,BEZYMBBT,2652295
WPQXWHYO,RJGPVEXX,528249
LUENUFGA,DNMPSKTB,4927187
OGAFEHLU,ZKENOUDA,366526
DBWLZWNK,VUAFAIYJ,570179
WBLJNPZQ,UGEQLMXM,88476
HXYSSRXE,VWMBASNE,105451
VBYCLTYZ,XUOIQPFL,2344857
KAGJCHMR,LTOYKIML,312728
RCBZUSIM,HXYSSRXE,5064676
UGEQLMXM,XUOIQPFL,2260407
MIRCVAMV,CCLHWFWF,18596103
FWUCPMMW,YSYHGLQK,1906
DJBLNPNC,LUENUFGA,3244672
WHPUAOID,HXYSSRXE,5337304
JSLXRQOK,GYHKIVQT,29469985
VWMBASNE,DBWLZWNK,109746
SDWAYPIK,SAHWCZNH,1755739
IGDVVKUD,JPBRUTWP,5234641
BTMOEMEP,LPHPPJUG,1333942
ZCELVYQU,QRKRBYJL,0
KAGJCHMR,BUZIIBYG,17470808
DJBLNPNC,WQMVCOEM,8126
WBLJNPZQ,HXYSSRXE,5487953
HCDTGMST,JERHKLYW,3950
DNMPSKTB,OXKURKXR,111983
FTSVTTSR,GKQIJYDH,3829418
LRVGFDFM,VUAFAIYJ,537587
HXYSSRXE,RJGPVEXX,564477
OGAFEHLU,RCBZUSIM,0
QVLMOEYE,DEWLVASR,357029
MBSBZBXA,JERHKLYW,4154
KEUWZRKO,DBWLZWNK,157536
VBYCLTYZ,UXSPKBJR,378582
GYHKIVQT,VMAQSTJE,9433
BLANHGYY,FRHNWLNI,720442
XIPPENFQ,NZKBIBNU,225475
PYZMVUWD,ZXERAXWP,49748
LSOIUSXD,ELQGMQWE,592889
XIIEJNEE,SAAYMURU,22728
BJALXPFS,EVBVXETX,5482869
JPBRUTWP,XUOIQPFL,2232639
JPBRUTWP,FQCLOEXA,1924879
APQGTRMF,NZKBIBNU,294941
RJGPVEXX,UQYUIVVR,4550908
WPQXWHYO,NZKBIBNU,261321
SUOYXCHP,RJGPVEXX,577024
UGEQLMXM,OKMBFVKS,1535046
LTOYKIML,NAQIHUKZ,205
VBYCLTYZ,UGEQLMXM,104482
RAWUKQMJ,FQCLOEXA,1987913
BEZYMBBT,FQCLOEXA,2121083
FRHNWLNI,UGEQLMXM,107101
AHMDUILJ,DUCMGGNW,533250
ROACSLMG,JPBRUTWP,5428236
FDXPMYGF,HXYSSRXE,5994047
JPBRUTWP,HXYSSRXE,5344817
GYHKIVQT,RCBZUSIM,25941
XIPPENFQ,EVBVXETX,5679046
RCBZUSIM,FQCLOEXA,1924815
GYHKIVQT,XUOIQPFL,2166249
AHMDUILJ,QVLMOEYE,915180
KAGJCHMR,FWUCPMMW,1454
WPQXWHYO,LUENUFGA,3230422
YSYHGLQK,KAGJCHMR,6599
HCDTGMST,LUENUFGA,2959025
RCBZUSIM,ZGJXVMNI,2592289
XUOIQPFL,IGDVVKUD,6030
GYHKIVQT,AANGBULD,404986
OGAFEHLU,AHMDUILJ,0
NZKBIBNU,JSLXRQOK,263
ZKENOUDA,LLHREMKS,19336
BTMOEMEP,VWMBASNE,87700
DJBLNPNC,UQYUIVVR,0
ZGJXVMNI,WPQXWHYO,11420528
PYZMVUWD,RJGPVEXX,642732
APQGTRMF,VMAQSTJE,0
JPBRUTWP,PYZMVUWD,444
LSOIUSXD,UGEQLMXM,104414
ZXERAXWP,LRVGFDFM,2585601
OGAFEHLU,DBWLZWNK,0
RCBZUSIM,XUOIQPFL,2283353
HXYSSRXE,PYZMVUWD,307
EVBVXETX,BLANHGYY,23625
OKMBFVKS,LSOIUSXD,77124
UGEQLMXM,LPHPPJUG,1313912
XUOIQPFL,OKMBFVKS,1185941
HXYSSRXE,ZGJXVMNI,2652049
BJALXPFS,DNMPSKTB,5182139
XIIEJNEE,WHPUAOID,18558
XUOIQPFL,XIIEJNEE,924
VBYCLTYZ,ZGJXVMNI,2590049
DJBLNPNC,JERHKLYW,12364
ATLDMDBO,DBWLZWNK,121706
BUZIIBYG,FITUEHWN,69968
IGDVVKUD,SDWAYPIK,5085401
VUAFAIYJ,AANGBULD,373395
UIFPPCLR,ZKENOUDA,369594
ZCELVYQU,HXYSSRXE,5354596
BJALXPFS,RJGPVEXX,527380
JPBRUTWP,OGAFEHLU,1128
LLHREMKS,QKXNTIIB,1240843
APQGTRMF,QRKRBYJL,1911845
RAWUKQMJ,JBVHSUWY,224007
LTOYKIML,WHPUAOID,30617
DDEXPPXU,BEZYMBBT,3594262
CCLHWFWF,ATLDMDBO,28988473
SDWAYPIK,VWMBASNE,118346
FITUEHWN,WBLJNPZQ,95025
OKMBFVKS,FDXPMYGF,2916
NZKBIBNU,LSOIUSXD,103402
ROACSLMG,BSRMSVTC,316985
VWMBASNE,JBVHSUWY,391706
WBLJNPZQ,ZKENOUDA,350936
OGAFEHLU,BSRMSVTC,205716
MBSBZBXA,HCDTGMST,53290
CCLHWFWF,LTOYKIML,288548
UIFPPCLR,LPHPPJUG,1376323
ZGJXVMNI,NZKBIBNU,224710
JSLXRQOK,JPBRUTWP,5822176
LTOYKIML,LSOIUSXD,82585
UXSPKBJR,RAWUKQMJ,3898381
QKXNTIIB,FTSVTTSR,145656
UGEQLMXM,OXKURKXR,143381
OKMBFVKS,LUENUFGA,3076222
SDWAYPIK,BTMOEMEP,8891813
OXKURKXR,DNMPSKTB,4602398
VMAQSTJE,XIPPENFQ,128055
HCDTGMST,XIPPENFQ,128642
RJGPVEXX,SDWAYPIK,5304834
JPBRUTWP,AXULOHBQ,42109
OKMBFVKS,JPBRUTWP,5335540
ATLDMDBO,OGAFEHLU,46344
MIRCVAMV,DJBLNPNC,130
ZKENOUDA,ZGJXVMNI,2562377
UGEQLMXM,OGAFEHLU,7358
UGEQLMXM,UXSPKBJR,251725
SDWAYPIK,RCBZUSIM,26118
ATLDMDBO,WBLJNPZQ,103441
DNMPSKTB,FCYBOAXC,104433346
ZCELVYQU,ATLDMDBO,27385068
ELQGMQWE,KJNSOAHR,11262826
QVLMOEYE,BEZYMBBT,3371304
WBLJNPZQ,AXULOHBQ,48470
WBLJNPZQ,ZXERAXWP,37269
FCYBOAXC,QRKRBYJL,2802921
BTMOEMEP,UGEQLMXM,144132
QKXNTIIB,LLHREMKS,29860
KJNSOAHR,XUOIQPFL,2312092
NAQIHUKZ,FITUEHWN,0
LRVGFDFM,BTMOEMEP,10884436
ATLDMDBO,XUOIQPFL,2180101
DNMPSKTB,DEWLVASR,465972
BUZIIBYG,LSOIUSXD,90240
TGOELCAG,LUENUFGA,3606971
WBLJNPZQ,SDWAYPIK,5177056
BUZIIBYG,ROACSLMG,2467586
UXSPKBJR,PYZMVUWD,261
RCBZUSIM,DEWLVASR,341315
ELQGMQWE,ZXERAXWP,27454
ZXERAXWP,UIFPPCLR,110614
TGOELCAG,STZDBITS,17246064
HXYSSRXE,VMAQSTJE,13340
BUZIIBYG,FQCLOEXA,1987829
HXYSSRXE,UGEQLMXM,105274
LRVGFDFM,APQGTRMF,63439
JPBRUTWP,AANGBULD,554260
NZKBIBNU,SAHWCZNH,1576546
STZDBITS,OXKURKXR,231215
ELQGMQWE,BLANHGYY,21804
VUAFAIYJ,ZCELVYQU,157220
LLHREMKS,LSOIUSXD,76049
OXKURKXR,ELQGMQWE,526617
EVBVXETX,XIFHSOWQ,35756
LSOIUSXD,MIRCVAMV,33152
RAWUKQMJ,RJGPVEXX,558578
LTOYKIML,FTSVTTSR,120453
OXKURKXR,GYHKIVQT,23733768
AHMDUILJ,UXSPKBJR,256067
RCBZUSIM,ZKENOUDA,398185
OXKURKXR,WPQXWHYO,10816479
ZXERAXWP,WHPUAOID,33712
EVBVXETX,OGAFEHLU,4326
DNMPSKTB,AANGBULD,524125
FRHNWLNI,VMAQSTJE,3841
WBLJNPZQ,ELQGMQWE,418538
